1900	 1.00000e-01	 1.90000e+00	  4.902924592889073e-02	  3.993152711099889e-01	  1.827970202567997e+01	  1.541433746813394e-02	  6.295878803775007e-01
2000	 1.00000e-01	 2.00000e+00	  3.330501588624117e-02	  1.056128877255292e+00	  1.682451575000810e+01	  2.522456291446616e-02	  2.580455547717500e+00
2100	 1.00000e-01	 2.10000e+00	  3.111527812250280e-02	  1.297240535181890e+00	  1.558567409397221e+01	  2.345076321965959e-02	  2.628908244462091e+00
2200	 1.00000e-01	 2.20000e+00	  3.074524685422340e-02	  1.355337277602084e+00	  1.460302253161866e+01	  2.119793212247287e-02	  2.427897008728544e+00
2300	 1.00000e-01	 2.30000e+00	  3.088846382710769e-02	  1.345562117189923e+00	  1.379434161571505e+01	  1.932345420794550e-02	  2.241247005076662e+00
2400	 1.00000e-01	 2.40000e+00	  3.117149181143687e-02	  1.316560373151193e+00	  1.310926815042493e+01	  1.778764351645978e-02	  2.086300558627982e+00
2500	 1.00000e-01	 2.50000e+00	  3.148203319181153e-02	  1.284294911024227e+00	  1.252195049630427e+01	  1.650537610681425e-02	  1.954542270863821e+00
2600	 1.00000e-01	 2.60000e+00	  3.178830134471745e-02	  1.253161855042783e+00	  1.201724818450226e+01	  1.542253396096771e-02	  1.840123092472773e+00
2700	 1.00000e-01	 2.70000e+00	  3.208119470229957e-02	  1.224225693961012e+00	  1.158412392737251e+01	  1.450438423971781e-02	  1.740063006146515e+00
2800	 1.00000e-01	 2.80000e+00	  3.235734277905497e-02	  1.197716767865387e+00	  1.121334146201490e+01	  1.372533334757073e-02	  1.652584676492511e+00
2900	 1.00000e-01	 2.90000e+00	  3.261486836788682e-02	  1.173661875700436e+00	  1.089677914841027e+01	  1.306465101196677e-02	  1.576329465119543e+00
3000	 1.00000e-01	 3.00000e+00	  3.285255804016461e-02	  1.152017672475923e+00	  1.062722206799804e+01	  1.250487708249633e-02	  1.510101345165728e+00
3100	 1.00000e-01	 3.10000e+00	  3.306975346991790e-02	  1.132697070036889e+00	  1.039827049970850e+01	  1.203112364441101e-02	  1.452800063104420e+00
3200	 1.00000e-01	 3.20000e+00	  3.326632419912814e-02	  1.115579246521279e+00	  1.020427153505809e+01	  1.163065318428714e-02	  1.403407522439321e+00
3300	 1.00000e-01	 3.30000e+00	  3.344261587180688e-02	  1.100518587532495e+00	  1.004025514294349e+01	  1.129255742221320e-02	  1.360985859153677e+00
3400	 1.00000e-01	 3.40000e+00	  3.359937508149932e-02	  1.087353355100807e+00	  9.901872352645659e+00	  1.100749182240997e-02	  1.324676908130310e+00
3500	 1.00000e-01	 3.50000e+00	  3.373766308975526e-02	  1.075913428322311e+00	  9.785335701145874e+00	  1.076745219622488e-02	  1.293701064653273e+00
3600	 1.00000e-01	 3.60000e+00	  3.385876766513456e-02	  1.066026807354509e+00	  9.687362212797753e+00	  1.056558601839237e-02	  1.267355293098605e+00
3700	 1.00000e-01	 3.70000e+00	  3.396411953905984e-02	  1.057524828932873e+00	  9.605119167450704e+00	  1.039603240306973e-02	  1.245010301391840e+00
3800	 1.00000e-01	 3.80000e+00	  3.405521806651599e-02	  1.050246143191747e+00	  9.536172951631594e+00	  1.025378553203224e-02	  1.226106942855899e+00
3900	 1.00000e-01	 3.90000e+00	  3.413356897840077e-02	  1.044039548386448e+00	  9.478441303302745e+00	  1.013457725924908e-02	  1.210151947590929e+00
4000	 1.00000e-01	 4.00000e+00	  3.420063549069404e-02	  1.038765813034348e+00	  9.430149221727358e+00	  1.003477553399999e-02	  1.196713128786016e+00
4100	 1.00000e-01	 4.10000e+00	  3.425780263464384e-02	  1.034298639038068e+00	  9.389788728490798e+00	  9.951296077097467e-03	  1.185414238870568e+00
4200	 1.00000e-01	 4.20000e+00	  3.430635363203816e-02	  1.030524931392963e+00	  9.356082556053261e+00	  9.881525365846926e-03	  1.175929659055478e+00
4300	 1.00000e-01	 4.30000e+00	  3.434745650815195e-02	  1.027344538868054e+00	  9.327951727906317e+00	  9.823253434995696e-03	  1.167979094867930e+00
4400	 1.00000e-01	 4.40000e+00	  3.438215887405015e-02	  1.024669617451473e+00	  9.304486894929759e+00	  9.774615310151511e-03	  1.161322425193187e+00
4500	 1.00000e-01	 4.50000e+00	  3.441138883254156e-02	  1.022423748026428e+00	  9.284923214439161e+00	  9.734040093085717e-03	  1.155754819631812e+00
4600	 1.00000e-01	 4.60000e+00	  3.443596016799207e-02	  1.020540915677475e+00	  9.268618504435514e+00	  9.700206849866050e-03	  1.151102204456067e+00
4700	 1.00000e-01	 4.70000e+00	  3.445658027990287e-02	  1.018964433583099e+00	  9.255034374480029e+00	  9.672006541249896e-03	  1.147217125321291e+00
4800	 1.00000e-01	 4.80000e+00	  3.447385964602846e-02	  1.017645871970817e+00	  9.243720022927668e+00	  9.648509300399018e-03	  1.143975027646243e+00
4900	 1.00000e-01	 4.90000e+00	  3.448832190896149e-02	  1.016544033403606e+00	  9.234298393587475e+00	  9.628936418408366e-03	  1.141270954239636e+00
5000	 1.00000e-01	 5.00000e+00	  3.450041394687550e-02	  1.015624000207147e+00	  9.226454398884757e+00	  9.612636450195756e-03	  1.139016644288772e+00
5100	 1.00000e-01	 5.10000e+00	  3.451051550559641e-02	  1.014856268040555e+00	  9.219924937466324e+00	  9.599064904855029e-03	  1.137138007584760e+00
5200	 1.00000e-01	 5.20000e+00	  3.451894813585539e-02	  1.014215971038247e+00	  9.214490458840087e+00	  9.587767036171195e-03	  1.135572941894376e+00
5300	 1.00000e-01	 5.30000e+00	  3.452598330204659e-02	  1.013682198045462e+00	  9.209967853766814e+00	  9.578363300020393e-03	  1.134269458704341e+00
5400	 1.00000e-01	 5.40000e+00	  3.453184961474135e-02	  1.013237395656452e+00	  9.206204475097525e+00	  9.570537094816043e-03	  1.133184082244826e+00
5500	 1.00000e-01	 5.50000e+00	  3.453673919650241e-02	  1.012866851515950e+00	  9.203073118507069e+00	  9.564024448027808e-03	  1.132280487976623e+00
5600	 1.00000e-01	 5.60000e+00	  3.454081322634288e-02	  1.012558250219032e+00	  9.200467815476259e+00	  9.558605355329109e-03	  1.131528348995564e+00
5700	 1.00000e-01	 5.70000e+00	  3.454420672846380e-02	  1.012301293789843e+00	  9.198300311598915e+00	  9.554096518638663e-03	  1.130902361616043e+00
5800	 1.00000e-01	 5.80000e+00	  3.454703268040955e-02	  1.012087378868395e+00	  9.196497121732266e+00	  9.550345264997139e-03	  1.130381424421965e+00
5900	 1.00000e-01	 5.90000e+00	  3.454938551809501e-02	  1.011909323190509e+00	  9.194997069707952e+00	  9.547224459855511e-03	  1.129947948100224e+00
6000	 1.00000e-01	 6.00000e+00	  3.455134411291540e-02	  1.011761134570317e+00	  9.193749234406040e+00	  9.544628256105952e-03	  1.129587276261806e+00
6100	 1.00000e-01	 6.10000e+00	  3.455297429122143e-02	  1.011637816292714e+00	  9.192711236140971e+00	  9.542468544314127e-03	  1.129287200128264e+00
6200	 1.00000e-01	 6.20000e+00	  3.455433096011504e-02	  1.011535203532981e+00	  9.191847807715780e+00	  9.540671990431604e-03	  1.129037552377332e+00
6300	 1.00000e-01	 6.30000e+00	  3.455545989665503e-02	  1.011449826103707e+00	  9.191129603369944e+00	  9.539177565119560e-03	  1.128829867588547e+00
6400	 1.00000e-01	 6.40000e+00	  3.455639925070376e-02	  1.011378793463091e+00	  9.190532206374067e+00	  9.537934484047016e-03	  1.128657098613200e+00
6500	 1.00000e-01	 6.50000e+00	  3.455718080512486e-02	  1.011319698492865e+00	  9.190035302388040e+00	  9.536900491461921e-03	  1.128513379828237e+00
6600	 1.00000e-01	 6.60000e+00	  3.455783103104200e-02	  1.011270537064517e+00	  9.189621991067344e+00	  9.536040430285843e-03	  1.128393829642580e+00
6700	 1.00000e-01	 6.70000e+00	  3.455837197047042e-02	  1.011229640860360e+00	  9.189278212915491e+00	  9.535325051222149e-03	  1.128294385829869e+00
