2.30000e+00	3.08885e-02	1.34556e+00	1.37943e+01	1.93235e-02	2.24125e+00
2.40000e+00	3.11715e-02	1.31656e+00	1.31093e+01	1.77876e-02	2.08630e+00
2.50000e+00	3.14820e-02	1.28429e+00	1.25220e+01	1.65054e-02	1.95454e+00
2.60000e+00	3.17883e-02	1.25316e+00	1.20172e+01	1.54225e-02	1.84012e+00
2.70000e+00	3.20812e-02	1.22423e+00	1.15841e+01	1.45044e-02	1.74006e+00
2.80000e+00	3.23573e-02	1.19772e+00	1.12133e+01	1.37253e-02	1.65258e+00
2.90000e+00	3.26149e-02	1.17366e+00	1.08968e+01	1.30647e-02	1.57633e+00
3.00000e+00	3.28526e-02	1.15202e+00	1.06272e+01	1.25049e-02	1.51010e+00
3.10000e+00	3.30698e-02	1.13270e+00	1.03983e+01	1.20311e-02	1.45280e+00
3.20000e+00	3.32663e-02	1.11558e+00	1.02043e+01	1.16307e-02	1.40341e+00
3.30000e+00	3.34426e-02	1.10052e+00	1.00403e+01	1.12926e-02	1.36099e+00
3.40000e+00	3.35994e-02	1.08735e+00	9.90187e+00	1.10075e-02	1.32468e+00
3.50000e+00	3.37377e-02	1.07591e+00	9.78534e+00	1.07675e-02	1.29370e+00
3.60000e+00	3.38588e-02	1.06603e+00	9.68736e+00	1.05656e-02	1.26736e+00
3.70000e+00	3.39641e-02	1.05752e+00	9.60512e+00	1.03960e-02	1.24501e+00
3.80000e+00	3.40552e-02	1.05025e+00	9.53617e+00	1.02538e-02	1.22611e+00
3.90000e+00	3.41336e-02	1.04404e+00	9.47844e+00	1.01346e-02	1.21015e+00
4.00000e+00	3.42006e-02	1.03877e+00	9.43015e+00	1.00348e-02	1.19671e+00
4.10000e+00	3.42578e-02	1.03430e+00	9.38979e+00	9.95130e-03	1.18541e+00
4.20000e+00	3.43064e-02	1.03052e+00	9.35608e+00	9.88153e-03	1.17593e+00
4.30000e+00	3.43475e-02	1.02734e+00	9.32795e+00	9.82325e-03	1.16798e+00
4.40000e+00	3.43822e-02	1.02467e+00	9.30449e+00	9.77462e-03	1.16132e+00
4.50000e+00	3.44114e-02	1.02242e+00	9.28492e+00	9.73404e-03	1.15575e+00
4.60000e+00	3.44360e-02	1.02054e+00	9.26862e+00	9.70021e-03	1.15110e+00
4.70000e+00	3.44566e-02	1.01896e+00	9.25503e+00	9.67201e-03	1.14722e+00
4.80000e+00	3.44739e-02	1.01765e+00	9.24372e+00	9.64851e-03	1.14398e+00
4.90000e+00	3.44883e-02	1.01654e+00	9.23430e+00	9.62894e-03	1.14127e+00
5.00000e+00	3.45004e-02	1.01562e+00	9.22645e+00	9.61264e-03	1.13902e+00
5.10000e+00	3.45105e-02	1.01486e+00	9.21992e+00	9.59906e-03	1.13714e+00
5.20000e+00	3.45189e-02	1.01422e+00	9.21449e+00	9.58777e-03	1.13557e+00
5.30000e+00	3.45260e-02	1.01368e+00	9.20997e+00	9.57836e-03	1.13427e+00
5.40000e+00	3.45318e-02	1.01324e+00	9.20620e+00	9.57054e-03	1.13318e+00
5.50000e+00	3.45367e-02	1.01287e+00	9.20307e+00	9.56402e-03	1.13228e+00
5.60000e+00	3.45408e-02	1.01256e+00	9.20047e+00	9.55861e-03	1.13153e+00
5.70000e+00	3.45442e-02	1.01230e+00	9.19830e+00	9.55410e-03	1.13090e+00
5.80000e+00	3.45470e-02	1.01209e+00	9.19650e+00	9.55035e-03	1.13038e+00
5.90000e+00	3.45494e-02	1.01191e+00	9.19500e+00	9.54722e-03	1.12995e+00
6.00000e+00	3.45513e-02	1.01176e+00	9.19375e+00	9.54463e-03	1.12959e+00
6.10000e+00	3.45530e-02	1.01164e+00	9.19271e+00	9.54247e-03	1.12929e+00
6.20000e+00	3.45543e-02	1.01154e+00	9.19185e+00	9.54067e-03	1.12904e+00
6.30000e+00	3.45555e-02	1.01145e+00	9.19113e+00	9.53918e-03	1.12883e+00
6.40000e+00	3.45564e-02	1.01138e+00	9.19053e+00	9.53793e-03	1.12866e+00
6.50000e+00	3.45572e-02	1.01132e+00	9.19004e+00	9.53690e-03	1.12851e+00
6.60000e+00	3.45578e-02	1.01127e+00	9.18962e+00	9.53604e-03	1.12839e+00
6.70000e+00	3.45584e-02	1.01123e+00	9.18928e+00	9.53533e-03	1.12829e+00
